STATE,UP,DOWN,RIGHT,LEFT,PICK_OBJECT,OPEN_DOOR
"(3, 6, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 6, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 6, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 6, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 6, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 6, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 6, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 6, 1, 1, 1)",13.517999999999985,11.481250355275515,13.052908106963592,12.243067606879194,12.383223158716207,9.043727079275445
"(3, 7, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 7, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 7, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 7, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 7, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 7, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 7, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 7, 1, 1, 1)",14.203500984401186,6.521648029695952,2.94187070604072,5.599884359303062,6.673379965349118,5.487212192746719
"(3, 8, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 8, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 8, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 8, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 8, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 8, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 8, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 8, 1, 1, 1)",6.27417468023706,0.6070581202450824,0.1298058764588737,2.5939977905390106,0.6812096411689268,-0.40990406524578205
"(3, 9, 0, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 9, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 9, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 9, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 9, 1, 0, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 9, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 9, 1, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(3, 9, 1, 1, 1)",0.0398602687909175,-0.0037888551162696816,-0.07644433412880348,1.1626014336595571,0.005748743578336282,-1.9488722991986744
"(4, 1, 0, 0, 0)",11.493610208244792,2.6839666908425066,1.0394573998813885,2.276113589204163,2.1488446434229447,-1.894722852021081
"(4, 1, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 1, 0, 1, 0)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 1, 0, 1, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 1, 1, 0, 0)",0.23940970155071484,0.2683156369705376,1.2175064863963132,0.11889387354724401,0.2908602274597435,-2.4859044869458264
"(4, 1, 1, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
"(4, 1, 1, 1, 0)",0.19906190347685918,0.5034128242193405,1.9427778543585088,0.6580175230359688,0.4924456416532244,-2.4235581506697494
"(4, 1, 1, 1, 1)",-0.02780421998600488,-0.08363618828877077,-0.00534878102816682,-0.08778440017201898,-0.08188830306642518,-1.8407060074350003
"(4, 2, 0, 0, 0)",12.136867788399545,2.3689714223679834,2.3928753727580796,1.389537258648023,2.1313455505051513,-1.435899133940104
"(4, 2, 0, 0, 1)",0.0,0.0,0.0,0.0,0.0,0.0
